LSOA11CD,LSOA11NM,Census_Population_All_Ages,Theft,theft_rate
E01000581,Brent 030E,1550,14,9.03225806
E01000582,Brent 032C,1847,12,6.4970222
E01000583,Brent 032D,2273,69,30.3563572
E01000584,Brent 033E,1695,4,2.35988201
E01000585,Brent 033F,1814,15,8.26901874
E01000586,Brent 032E,2457,111,45.1770452
E01000587,Brent 001A,1708,12,7.02576112
E01000588,Brent 002E,2197,90,40.9649522
E01000589,Brent 001B,1932,117,60.5590062
E01000590,Brent 001C,1789,6,3.35382895
E01000591,Brent 003F,2075,73,35.1807229
E01000592,Brent 001D,1622,18,11.0974106
E01000593,Brent 001E,2134,6,2.81162137
E01000594,Brent 001F,1698,49,28.8574794
E01000595,Brent 027A,1685,10,5.9347181
E01000596,Brent 021A,1694,13,7.67414404
E01000599,Brent 027D,1308,19,14.5259939
E01000600,Brent 027E,2047,121,59.110894
E01000601,Brent 021B,1505,179,118.936877
E01000602,Brent 021C,1541,14,9.08500973
E01000603,Brent 021D,1487,7,4.70746469
E01000604,Brent 021E,1766,7,3.96375991
E01000605,Brent 021F,1662,8,4.81347774
E01000606,Brent 016B,1710,8,4.67836257
E01000607,Brent 013C,2223,6,2.69905533
E01000608,Brent 013D,2263,60,26.5134777
E01000609,Brent 016C,2079,9,4.32900433
E01000610,Brent 019A,1935,10,5.16795866
E01000611,Brent 016D,1415,10,7.06713781
E01000612,Brent 019B,1652,6,3.63196126
E01000613,Brent 013E,1673,5,2.98864316
E01000615,Brent 017B,1603,60,37.4298191
E01000616,Brent 020A,1747,27,15.4550658
E01000617,Brent 017C,1750,10,5.71428571
E01000618,Brent 017D,1639,11,6.7114094
E01000619,Brent 017E,1652,10,6.05326877
E01000620,Brent 020B,1715,12,6.99708455
E01000621,Brent 020C,1779,14,7.86958966
E01000622,Brent 010D,1585,4,2.52365931
E01000623,Brent 005C,1772,32,18.0586907
E01000624,Brent 005D,1690,5,2.95857988
E01000625,Brent 009E,1504,11,7.31382979
E01000626,Brent 010E,1500,5,3.33333333
E01000627,Brent 014E,1900,88,46.3157895
E01000628,Brent 014F,1891,28,14.8069804
E01000629,Brent 005E,1911,4,2.09314495
E01000630,Brent 026E,2254,190,84.2945874
E01000631,Brent 019C,1882,21,11.1583422
E01000632,Brent 029E,2087,46,22.0412075
E01000633,Brent 019D,1970,52,26.3959391
E01000634,Brent 019E,2343,17,7.25565514
E01000635,Brent 020D,2415,309,127.950311
E01000636,Brent 020E,1776,35,19.7072072
E01000637,Brent 022B,1675,9,5.37313433
E01000638,Brent 024A,1939,46,23.7235688
E01000639,Brent 022C,1757,10,5.69151964
E01000640,Brent 024B,2123,55,25.9067358
E01000641,Brent 024C,1945,12,6.16966581
E01000642,Brent 022D,2054,102,49.6592016
E01000643,Brent 024D,2146,60,27.9589935
E01000644,Brent 022E,1948,29,14.8870637
E01000645,Bromley 007A,1375,10,7.27272727
E01000646,Bromley 016A,1641,60,36.5630713
E01000647,Bromley 016B,1609,6,3.72902424
E01000648,Bromley 016C,1744,42,24.0825688
E01000649,Bromley 007B,1981,9,4.54316002
E01000650,Bromley 022A,1911,4,2.09314495
E01000651,Bromley 020A,1628,2,1.22850123
E01000652,Bromley 022B,1625,6,3.69230769
E01000653,Bromley 016D,1584,12,7.57575758
E01000654,Bromley 039A,1273,1,0.78554595
E01000655,Bromley 039B,1323,4,3.02343159
E01000656,Bromley 039C,1400,5,3.57142857
E01000657,Bromley 039D,1587,44,27.7252678
E01000658,Bromley 042A,1358,7,5.15463918
E01000659,Bromley 039E,1462,4,2.73597811
E01000661,Bromley 026A,1594,14,8.78293601
E01000662,Bromley 026B,1741,14,8.04135554
E01000663,Bromley 026C,1627,5,3.07314075
E01000664,Bromley 026D,1610,10,6.21118012
E01000665,Bromley 033A,1815,12,6.61157025
E01000666,Bromley 033B,1814,18,9.92282249
E01000667,Bromley 033C,1620,6,3.7037037
E01000668,Bromley 020B,1620,26,16.0493827
E01000669,Bromley 020C,1672,6,3.58851675
E01000670,Bromley 018A,1932,14,7.24637681
E01000671,Bromley 020D,1744,13,7.45412844
E01000672,Bromley 011A,1520,66,43.4210526
E01000673,Bromley 011B,1571,4,2.54614895
E01000674,Bromley 008A,1564,11,7.03324808
E01000675,Bromley 018B,1624,870,535.714286
E01000676,Bromley 008B,1735,256,147.550432
E01000677,Bromley 018C,1769,192,108.535896
E01000678,Bromley 016E,1707,7,4.10076157
E01000679,Bromley 020E,1660,6,3.61445783
E01000680,Bromley 037A,1609,31,19.2666252
E01000682,Bromley 035B,1524,12,7.87401575
E01000683,Bromley 035C,1592,6,3.76884422
E01000684,Bromley 035D,2036,2,0.98231827
E01000685,Bromley 037B,1565,5,3.19488818
E01000686,Bromley 037C,1508,5,3.31564987
E01000687,Bromley 037D,1603,40,24.9532127
E01000688,Bromley 037E,1365,4,2.93040293
E01000689,Bromley 002A,1375,15,10.9090909
E01000690,Bromley 002B,1402,19,13.5520685
E01000691,Bromley 002C,1438,34,23.6439499
E01000692,Bromley 002D,1575,39,24.7619048
E01000693,Bromley 010A,1609,171,106.277191
E01000694,Bromley 007C,1627,3,1.84388445
E01000695,Bromley 007D,1494,6,4.01606426
E01000696,Bromley 007E,1514,10,6.60501982
E01000697,Bromley 007F,1615,6,3.71517028
E01000698,Bromley 010B,1182,5,4.23011844
E01000699,Bromley 015A,1442,10,6.93481276
E01000700,Bromley 013A,1509,8,5.30152419
E01000701,Bromley 015B,1327,1,0.7535795
E01000702,Bromley 013B,1321,3,2.27100681
E01000703,Bromley 013C,1599,25,15.6347717
E01000704,Bromley 015C,1444,4,2.7700831
E01000705,Bromley 015D,1310,5,3.81679389
E01000706,Bromley 013D,1293,10,7.73395205
E01000707,Bromley 041A,1455,5,3.43642612
E01000708,Bromley 041B,1543,11,7.12896954
E01000709,Bromley 006A,1317,46,34.9278664
E01000710,Bromley 006B,1605,15,9.34579439
E01000711,Bromley 006C,1719,23,13.379872
E01000712,Bromley 012A,1641,9,5.48446069
E01000713,Bromley 012B,1693,10,5.90667454
E01000714,Bromley 006D,1865,146,78.2841823
E01000715,Bromley 012C,1657,9,5.43150272
E01000716,Bromley 011C,1542,29,18.8067445
E01000717,Bromley 011D,1609,6,3.72902424
E01000718,Bromley 006E,2061,6,2.91120815
E01000719,Bromley 019A,1896,151,79.6413502
E01000720,Bromley 019B,1632,16,9.80392157
E01000721,Bromley 019C,1327,8,6.02863602
E01000722,Bromley 023A,1636,84,51.3447433
E01000723,Bromley 029A,1247,2,1.60384924
E01000724,Bromley 019D,1760,5,2.84090909
E01000725,Bromley 023B,1641,33,20.1096892
E01000726,Bromley 029B,1282,5,3.90015601
E01000727,Bromley 028A,1553,48,30.9079202
E01000728,Bromley 019E,1471,85,57.7838205
E01000729,Bromley 014A,1783,51,28.6034773
E01000730,Bromley 014B,1724,17,9.86078886
E01000731,Bromley 023C,1363,4,2.93470286
E01000732,Bromley 023D,1475,6,4.06779661
E01000733,Bromley 023E,1593,8,5.02197112
E01000734,Bromley 028B,1360,6,4.41176471
E01000735,Bromley 014C,1484,9,6.06469003
E01000736,Bromley 010C,1560,9,5.76923077
E01000737,Bromley 010D,1377,10,7.26216412
E01000738,Bromley 014D,1527,29,18.9914866
E01000739,Bromley 014E,1523,4,2.62639527
E01000740,Bromley 005A,1734,43,24.7981546
E01000741,Bromley 005B,1586,24,15.1324086
E01000742,Bromley 005C,2019,6,2.9717682
E01000743,Bromley 009A,1770,14,7.90960452
E01000744,Bromley 009B,1531,14,9.1443501
E01000745,Bromley 005D,1757,17,9.67558338
E01000746,Bromley 005E,1858,16,8.61141012
E01000747,Bromley 042B,1920,19,9.89583333
E01000748,Bromley 042C,1602,13,8.11485643
E01000749,Bromley 036A,1588,3,1.88916877
E01000750,Bromley 036B,1492,3,2.01072386
E01000751,Bromley 036C,2007,19,9.46686597
E01000752,Bromley 036D,1606,36,22.4159402
E01000753,Bromley 031A,1806,9,4.9833887
E01000754,Bromley 031B,1675,12,7.1641791
E01000756,Bromley 033D,1563,64,40.946897
E01000757,Bromley 031D,1499,5,3.33555704
E01000758,Bromley 031E,1479,7,4.73292765
E01000759,Bromley 034A,1542,3,1.94552529
E01000760,Bromley 034B,1503,12,7.98403194
E01000761,Bromley 034C,1552,3,1.93298969
E01000762,Bromley 018D,1623,6,3.69685767
E01000763,Bromley 027A,1452,8,5.50964187
E01000764,Bromley 027B,1615,8,4.95356037
E01000765,Bromley 034D,1704,22,12.9107981
E01000766,Bromley 027C,1714,1,0.58343057
E01000767,Bromley 027D,1646,5,3.03766707
E01000769,Bromley 024A,1417,18,12.7028934
E01000770,Bromley 012D,1429,13,9.09727082
E01000771,Bromley 041C,1635,22,13.4556575
E01000772,Bromley 012E,1516,3,1.97889182
E01000773,Bromley 024B,1521,8,5.25969757
E01000774,Bromley 041D,1473,23,15.6143924
E01000775,Bromley 024C,2266,36,15.8870256
E01000777,Bromley 024D,1567,6,3.82897256
E01000778,Bromley 024E,1580,17,10.7594937
E01000779,Bromley 001A,1233,147,119.221411
E01000780,Bromley 001B,1480,11,7.43243243
E01000781,Bromley 001C,1445,11,7.61245675
E01000782,Bromley 001D,1441,14,9.71547536
E01000783,Bromley 001E,1503,5,3.32667997
E01000784,Bromley 002E,1504,3,1.99468085
E01000785,Bromley 001F,1381,14,10.1375815
E01000786,Bromley 032A,1421,88,61.9282196
E01000787,Bromley 029C,1405,6,4.27046263
E01000788,Bromley 029D,1526,12,7.86369594
E01000789,Bromley 032B,1800,7,3.88888889
E01000790,Bromley 028C,2018,189,93.6570862
E01000791,Bromley 029E,1445,3,2.07612457
E01000792,Bromley 032C,1142,2,1.75131349
E01000793,Bromley 032D,1589,1,0.62932662
E01000794,Bromley 035E,1553,12,7.72698004
E01000795,Bromley 032E,1412,5,3.54107649
E01000796,Bromley 009C,1630,12,7.36196319
E01000797,Bromley 013E,1562,110,70.4225352
E01000798,Bromley 009D,1464,14,9.56284153
E01000799,Bromley 004A,1642,118,71.863581
E01000800,Bromley 009E,1618,19,11.7428925
E01000801,Bromley 015E,1417,16,11.2914608
E01000802,Bromley 004B,1729,19,10.989011
E01000803,Bromley 004C,1596,8,5.01253133
E01000804,Bromley 004D,1436,8,5.57103064
E01000805,Bromley 004E,1511,16,10.5890139
E01000806,Bromley 009F,1721,38,22.0801859
E01000807,Bromley 022C,1532,36,23.4986945
E01000808,Bromley 025A,1604,3,1.87032419
E01000809,Bromley 022D,1517,1,0.65919578
E01000811,Bromley 025C,1320,1,0.75757576
E01000812,Bromley 028D,1497,13,8.68403474
E01000813,Bromley 025D,1610,63,39.1304348
E01000814,Bromley 028E,1531,6,3.91900718
E01000815,Bromley 025E,1537,3,1.95185426
E01000816,Bromley 040A,1481,8,5.40175557
E01000818,Bromley 040B,1467,4,2.72665303
E01000819,Bromley 040C,1710,43,25.1461988
E01000820,Bromley 008C,1405,16,11.3879004
E01000822,Bromley 008D,1614,5,3.09789343
E01000823,Bromley 008E,1676,8,4.77326969
E01000824,Bromley 008F,1206,11,9.12106136
E01000825,Bromley 008G,1573,6,3.81436745
E01000826,Bromley 021A,1625,6,3.69230769
E01000827,Bromley 021B,1692,57,33.6879433
E01000828,Bromley 011E,1584,10,6.31313131
E01000829,Bromley 018E,1733,5,2.88517023
E01000830,Bromley 021C,1550,4,2.58064516
E01000831,Bromley 021D,1640,6,3.65853659
E01000832,Bromley 030A,1488,9,6.0483871
E01000834,Bromley 027E,1328,4,3.01204819
E01000835,Bromley 030B,1614,50,30.9789343
E01000836,Bromley 030C,1419,2,1.40944327
E01000837,Bromley 030D,1512,7,4.62962963
E01000838,Bromley 030E,1462,12,8.20793434
E01000839,Bromley 030F,1488,1,0.67204301
E01000840,Bromley 030G,1552,4,2.57731959
E01000841,Bromley 030H,1559,11,7.055805
E01000842,Camden 011A,1444,10,6.92520776
E01000843,Camden 014A,1678,17,10.1311085
E01000844,Camden 011B,1772,38,21.4446953
E01000845,Camden 014B,1464,43,29.3715847
E01000846,Camden 014C,1501,29,19.320453
E01000847,Camden 014D,1686,44,26.0972716
E01000848,Camden 011C,1588,21,13.2241814
E01000849,Camden 011D,1569,61,38.8782664
E01000850,Camden 026A,1694,991,585.005903
E01000851,Camden 026B,2383,276,115.820394
E01000852,Camden 026C,1587,311,195.967234
E01000853,Camden 025A,1631,184,112.814224
E01000854,Camden 026D,1833,710,387.343153
E01000855,Camden 028A,1764,976,553.287982
E01000856,Camden 019A,1645,152,92.4012158
E01000857,Camden 018A,1447,18,12.4395301
E01000858,Camden 018B,1861,309,166.039764
E01000859,Camden 018C,1586,67,42.2446406
E01000860,Camden 018D,1307,17,13.006886
E01000861,Camden 019B,1574,204,129.606099
E01000862,Camden 018E,1712,165,96.3785047
E01000863,Camden 021A,1481,913,616.475354
E01000864,Camden 015A,1537,102,66.3630449
E01000865,Camden 015B,1505,78,51.8272425
E01000866,Camden 009A,2030,61,30.0492611
E01000867,Camden 015C,1608,27,16.7910448
E01000868,Camden 015D,1442,7,4.85436893
E01000869,Camden 015E,2110,33,15.6398104
E01000870,Camden 009B,1693,54,31.8960425
E01000871,Camden 005A,1664,25,15.0240385
E01000872,Camden 005B,1902,35,18.4016824
E01000873,Camden 005C,1639,14,8.54179378
E01000874,Camden 005D,1559,5,3.20718409
E01000875,Camden 013A,1654,14,8.4643289
E01000876,Camden 013B,1748,26,14.8741419
E01000877,Camden 005E,1574,10,6.35324015
E01000878,Camden 004A,1624,8,4.92610837
E01000879,Camden 004B,1458,22,15.0891632
E01000880,Camden 004C,1602,9,5.61797753
E01000881,Camden 008A,1510,18,11.9205298
E01000882,Camden 008B,1513,14,9.25313946
E01000883,Camden 008C,1326,69,52.0361991
E01000884,Camden 004D,1469,9,6.12661675
E01000885,Camden 004E,1484,6,4.04312668
E01000886,Camden 006A,1445,27,18.6851211
E01000887,Camden 006B,1486,38,25.5720054
E01000888,Camden 006C,1605,26,16.1993769
E01000889,Camden 007A,1670,16,9.58083832
E01000890,Camden 007B,1640,15,9.14634146
E01000891,Camden 007C,1575,31,19.6825397
E01000892,Camden 006D,1843,32,17.3629951
E01000893,Camden 002A,1566,25,15.9642401
E01000894,Camden 002B,1389,55,39.5968323
E01000895,Camden 002C,1630,125,76.6871166
E01000896,Camden 002D,1692,31,18.321513
E01000897,Camden 008D,1597,13,8.14026299
E01000898,Camden 008E,1729,154,89.0688259
E01000899,Camden 002E,1667,22,13.1973605
E01000900,Camden 012A,1801,29,16.1021655
E01000901,Camden 007D,1977,32,16.1861406
E01000902,Camden 012B,1451,24,16.540317
E01000903,Camden 006E,1439,44,30.5767894
E01000904,Camden 012C,2120,148,69.8113208
E01000905,Camden 012D,2044,35,17.1232877
E01000906,Camden 012E,1532,50,32.6370757
E01000907,Camden 001A,1430,10,6.99300699
E01000908,Camden 001B,1581,7,4.42757748
E01000909,Camden 001C,1614,22,13.6307311
E01000910,Camden 003A,1472,27,18.3423913
E01000911,Camden 003B,1559,12,7.69724182
E01000912,Camden 001D,1589,38,23.9144116
E01000913,Camden 001E,1710,61,35.6725146
E01000914,Camden 028B,1762,885,502.270148
E01000915,Camden 027A,1527,82,53.7000655
E01000916,Camden 027B,1796,202,112.47216
E01000917,Camden 027C,1888,105,55.6144068
E01000918,Camden 028C,2090,525,251.196172
E01000919,Camden 028D,2014,792,393.247269
E01000920,Camden 027D,1946,124,63.7204522
E01000921,Camden 003C,1966,145,73.7538149
E01000922,Camden 007E,1547,105,67.8733032
E01000923,Camden 003D,1494,14,9.3708166
E01000924,Camden 009C,1637,15,9.16310324
E01000925,Camden 009D,1563,13,8.31733845
E01000926,Camden 009E,1791,27,15.0753769
E01000927,Camden 007F,1738,97,55.8112773
E01000928,Camden 003E,1681,89,52.9446758
E01000929,Camden 020A,1675,21,12.5373134
E01000930,Camden 020B,1910,200,104.712042
E01000931,Camden 013C,1910,235,123.036649
E01000932,Camden 013D,1838,24,13.0576714
E01000933,Camden 020C,1671,96,57.4506284
E01000934,Camden 020D,1619,25,15.4416306
E01000935,Camden 020E,1415,20,14.1342756
E01000936,Camden 024A,1839,71,38.6079391
E01000937,Camden 025B,1504,55,36.5691489
E01000938,Camden 024B,1752,135,77.0547945
E01000939,Camden 024C,1223,193,157.808667
E01000940,Camden 024D,1130,17,15.0442478
E01000941,Camden 025C,1230,43,34.9593496
E01000942,Camden 025D,2111,175,82.8991
E01000943,Camden 025E,1054,145,137.571157
E01000944,Camden 023A,1899,23,12.1116377
E01000945,Camden 023B,1821,196,107.633169
E01000946,Camden 021B,1516,173,114.116095
E01000947,Camden 021C,1954,416,212.896622
E01000948,Camden 021D,1736,49,28.2258065
E01000949,Camden 023C,1633,14,8.5731782
E01000950,Camden 023D,1431,12,8.38574423
E01000951,Camden 023E,1538,9,5.85175553
E01000952,Camden 022A,1729,13,7.51879699
E01000953,Camden 022B,1643,462,281.19294
E01000954,Camden 022C,1656,16,9.66183575
E01000955,Camden 022D,1595,20,12.539185
E01000956,Camden 022E,1532,271,176.89295
E01000957,Camden 019C,1729,22,12.724118
E01000958,Camden 019D,2264,78,34.4522968
E01000959,Camden 019E,1670,29,17.3652695
E01000960,Camden 017A,1774,117,65.9526494
E01000961,Camden 017B,1591,47,29.5411691
E01000962,Camden 016A,1592,14,8.79396985
E01000963,Camden 017C,1923,168,87.3634945
E01000964,Camden 016B,1577,15,9.51173114
E01000965,Camden 016C,1522,20,13.1406045
E01000966,Camden 016D,1512,12,7.93650794
E01000967,Camden 017D,1409,11,7.80695529
E01000968,Camden 016E,1505,21,13.9534884
E01000969,Camden 010A,2032,62,30.511811
E01000970,Camden 010B,1444,18,12.465374
E01000971,Camden 010C,1478,4,2.70635995
E01000972,Camden 010D,2009,130,64.7088104
E01000973,Camden 010E,1885,101,53.5809019
E01000974,Camden 013E,1707,43,25.1903925
E01000975,Croydon 022A,1613,32,19.8388097
E01000976,Croydon 022B,1867,31,16.6041778
E01000977,Croydon 022C,1731,16,9.24321202
E01000978,Croydon 022D,1775,13,7.32394366
E01000979,Croydon 022E,1703,302,177.334116
E01000980,Croydon 017A,1407,8,5.68585643
E01000981,Croydon 017B,1642,11,6.69914738
E01000982,Croydon 017C,1604,6,3.74064838
E01000983,Croydon 017D,1712,13,7.59345794
E01000984,Croydon 022F,1829,19,10.3881903
E01000985,Croydon 021A,1447,4,2.76434001
E01000986,Croydon 021B,1738,18,10.3567319
E01000987,Croydon 021C,1431,9,6.28930818
E01000989,Croydon 018A,1707,4,2.34329233
E01000990,Croydon 045A,1420,7,4.92957746
E01000991,Croydon 018B,1649,14,8.48999394
E01000992,Croydon 014A,1978,39,19.7168857
E01000993,Croydon 021D,1620,19,11.7283951
E01000994,Croydon 009A,1592,8,5.02512563
E01000995,Croydon 009B,1631,22,13.4886573
E01000996,Croydon 009C,1254,3,2.3923445
E01000997,Croydon 009D,1396,14,10.0286533
E01000998,Croydon 010A,1551,22,14.1843972
E01000999,Croydon 009E,1332,4,3.003003
E01001000,Croydon 010B,1267,19,14.9960537
E01001001,Croydon 013A,1195,8,6.69456067
E01001002,Croydon 009F,1343,7,5.21221147
E01001003,Croydon 010C,1511,7,4.63269358
E01001004,Croydon 015A,2129,13,6.10615312
E01001005,Croydon 019A,1687,25,14.8192057
E01001006,Croydon 016A,1558,58,37.2272144
E01001007,Croydon 016B,1968,9,4.57317073
E01001008,Croydon 019B,1608,26,16.1691542
E01001009,Croydon 019C,1846,10,5.41711809
E01001010,Croydon 019D,1514,261,172.391017
E01001011,Croydon 019E,1868,23,12.3126338
E01001012,Croydon 020A,1922,25,13.0072841
E01001013,Croydon 020B,2018,142,70.3666997
E01001014,Croydon 024A,2663,500,187.758167
E01001015,Croydon 041A,1440,10,6.94444444
E01001016,Croydon 041B,1705,12,7.03812317
E01001017,Croydon 043A,1624,1,0.61576355
E01001018,Croydon 044A,1556,6,3.85604113
E01001019,Croydon 044B,1511,4,2.64725347
E01001020,Croydon 044C,1630,15,9.20245399
E01001021,Croydon 044D,1332,10,7.50750751
E01001022,Croydon 044E,1446,3,2.0746888
E01001023,Croydon 041C,1314,42,31.9634703
E01001024,Croydon 043B,1428,7,4.90196078
E01001025,Croydon 043C,1296,6,4.62962963
E01001026,Croydon 043D,1729,4,2.313476
E01001027,Croydon 043E,1582,23,14.5385588
E01001028,Croydon 038A,1630,4,2.45398773
E01001029,Croydon 038B,1593,15,9.41619586
E01001030,Croydon 038C,1411,4,2.83486889
E01001031,Croydon 038D,1466,4,2.72851296
E01001032,Croydon 035A,1396,7,5.01432665
E01001033,Croydon 031A,1616,24,14.8514851
E01001034,Croydon 031B,1516,11,7.25593668
E01001035,Croydon 027A,1760,8,4.54545455
E01001036,Croydon 029A,1521,10,6.57462196
E01001037,Croydon 029B,1396,24,17.1919771
E01001038,Croydon 029C,1792,12,6.69642857
E01001039,Croydon 029D,1474,3,2.03527815
E01001040,Croydon 029E,1708,14,8.19672131
E01001041,Croydon 031C,1611,14,8.6902545
E01001042,Croydon 024B,1818,87,47.8547855
E01001043,Croydon 027B,2578,362,140.418929
E01001044,Croydon 023A,1922,8,4.16233091
E01001045,Croydon 027C,1820,207,113.736264
E01001046,Croydon 023B,1751,3,1.71330668
E01001047,Croydon 027D,1673,11,6.57501494
E01001048,Croydon 020C,1942,325,167.353244
E01001049,Croydon 023C,1419,13,9.16138125
E01001050,Croydon 023D,1646,4,2.43013366
E01001051,Croydon 030A,1549,7,4.51904454
E01001052,Croydon 030B,1447,8,5.52868003
E01001053,Croydon 032A,1513,5,3.30469266
E01001054,Croydon 030C,1710,10,5.84795322
E01001055,Croydon 032B,1595,4,2.50783699
E01001056,Croydon 030D,1851,4,2.16099406
E01001057,Croydon 030E,1814,3,1.65380375
E01001058,Croydon 034A,1326,1,0.75414781
E01001059,Croydon 034B,1396,7,5.01432665
E01001060,Croydon 034C,1581,4,2.53004428
E01001061,Croydon 034D,1533,6,3.91389432
E01001062,Croydon 026A,1567,87,55.5201021
E01001063,Croydon 026B,1539,12,7.79727096
E01001064,Croydon 026C,1568,32,20.4081633
E01001065,Croydon 034E,1334,66,49.4752624
E01001066,Croydon 034F,1369,11,8.03506209
E01001067,Croydon 041D,1631,5,3.06560392
E01001068,Croydon 042A,1924,6,3.11850312
E01001069,Croydon 040A,1385,7,5.05415162
E01001070,Croydon 040B,1726,9,5.21436848
E01001071,Croydon 042B,1891,5,2.64410365
E01001073,Croydon 037A,1441,2,1.38792505
E01001074,Croydon 041E,1933,7,3.62131402
E01001075,Croydon 040C,1547,16,10.3425986
